hong_h2o_time,hong_h2o,,hong_oh_time,hong_oh,,,,,hong_oh_time_2,hong_oh_2,,hong_abs_time,hong_abs
2.03865050751033,3032.52170040382,,0.903758016171755,9.06229638357192,,,0.926943921650634,,0.011603659642665,7.85859454813315,,1.48134882836488,0.041155956830567
2.08455392534363,3042.70824776903,,0.926943921650634,9.04937419532245,,,0.950129827129513,,0.013981561015526,9.39908091482392,,1.52375571419696,0.039707208170002
2.13046123395655,3052.37683509873,,0.950129827129513,9.0332214600106,,,0.973315732608392,,0.014066390918857,9.69225306073392,,1.56616444897837,0.038285084379987
2.17637243334907,3061.52746239291,,0.973315732608392,9.01706872469875,,,0.996501638087272,,0.016125677718162,10.1316074612161,,1.60857626534203,0.036907335374223
2.22228752352121,3070.16012965157,,0.996501638087272,9.00414653644928,,,1.01968754356615,,0.017605690786405,9.90450000273158,,1.65099239592082,0.035591711066409
2.26820261369334,3078.79279691023,,1.01968754356615,8.9912243481998,,,1.04287344904503,,0.018096161863843,10.2640598907733,,1.69341345703119,0.034347086413395
2.31412418849816,3086.56219744302,,1.04287344904503,8.97345633935677,,,1.06605935452391,,0.018141030573043,10.419126149767,,1.73853232486995,0.03342660493028
2.36004706022952,3094.15894463064,,1.06605935452391,8.95730360404492,,,1.08538094242298,,0.018185899282242,10.5741924087607,,1.77955205225985,0.031978324038096
2.40596993196087,3101.75569181826,,1.08538094242298,8.94357377902985,,,,,0.020682148040639,10.9201741654572,,1.86311988886482,0.029688086247943
2.45189928832491,3108.48917228001,,,,,,,,0.020712385099178,11.0246734397678,,1.9055526599877,0.02861208577508
2.49782994161548,3115.04999939659,,,,,,,,0.020732543138204,11.0943396226415,,1.94799036164217,0.027607084957018
2.54376059490605,3121.61082651317,,,,,,,,0.021039112963774,10.7895622129187,,1.99171835602016,0.026633574974605
2.58969902975584,3127.13573355871,,,,,,,,0.024224923399452,11.1640058055152,,2.03159055486066,0.025782782401493
2.63563487075256,3133.0059472946,,,,,,,,0.024250120948234,11.2510885341074,,2.07531394398519,0.024742956769283
2.68157589945543,3138.18554764979,,,,,,,,0.024275318497017,11.3381712626996,,2.11775904143703,0.023844455433422
2.72750136503985,3145.43698814707,,,,,,,,0.027772738268021,11.4252539912917,,2.16020783678757,0.022999203838661
2.77342553369774,3152.86108198951,,,,,,,,0.03126511852927,11.4949201741655,,2.20363570217532,0.022341017492624
2.81936785932714,3157.86802899953,,,,,,,,0.038189404934688,11.4252539912917,,2.24608824678425,0.021549755218701
2.86534260811996,3158.55864238023,,,,,,,,0.041636429608128,11.3381712626996,,2.28917231887342,0.020578126468874
2.91129141838204,3162.70232266438,,,,,,,,0.04855567650379,11.2510885341074,,2.33151304405665,0.019960195655647
2.95724022864413,3166.84600294854,,,,,,,,0.05198758264796,11.1117561683599,,2.37248653563496,0.019272944029108
3.00319422661236,3170.299069852,,,,,,,,0.05200270117723,11.1640058055152,,2.41494551781592,0.018574382792568
3.04914563072751,3174.09744344581,,,,,,,,0.058218602918399,10.9247067650278,,2.45773128760834,0.017944382065116
3.09509962869574,3177.55051034927,,,,,,,,0.058901790033866,11.0072568940494,,2.49986315934543,0.017172611532568
3.14105362666398,3181.00357725274,,,,,,,,0.065795839380745,10.833091436865,,2.54232908829321,0.016574083738239
3.18700892155874,3184.28399081103,,,,,,,,0.065893489103463,10.7389503089416,,2.58363426327808,0.015954550822822
